event_time,estimate,sd,ci_low,ci_high,dataset,rolling,category,outcome,normalize,method,covar,split_value
-10,0.03912445303776052,0.24098744089184218,-0.43321093111025016,0.5114598371857713,important_thresh,rolling1,github_outcomes,pull_request_opened,TRUE,sa,NA,NA
-9,0.28515012008398827,0.33055437069095633,-0.3627364464702862,0.9330366866382627,important_thresh,rolling1,github_outcomes,pull_request_opened,TRUE,sa,NA,NA
-8,0.09747332914856655,0.2522771451226727,-0.3969898752918719,0.591936533589005,important_thresh,rolling1,github_outcomes,pull_request_opened,TRUE,sa,NA,NA
-7,0.504476483049936,0.226967836115097,0.05961952426434586,0.9493334418355261,important_thresh,rolling1,github_outcomes,pull_request_opened,TRUE,sa,NA,NA
-6,0.008713913024678041,0.17185382622064957,-0.3281195863677951,0.3455474124171512,important_thresh,rolling1,github_outcomes,pull_request_opened,TRUE,sa,NA,NA
-5,0.17929191910655046,0.10929257872184268,-0.03492153518826119,0.3935053734013621,important_thresh,rolling1,github_outcomes,pull_request_opened,TRUE,sa,NA,NA
-4,0.22256171334703456,0.09666128217879678,0.03310560027659287,0.41201782641747625,important_thresh,rolling1,github_outcomes,pull_request_opened,TRUE,sa,NA,NA
-3,0.0974069274123741,0.08221879558792816,-0.0637419119399651,0.2585557667647133,important_thresh,rolling1,github_outcomes,pull_request_opened,TRUE,sa,NA,NA
-2,0.20505032437969462,0.07179211925059564,0.06433777064852716,0.34576287811086204,important_thresh,rolling1,github_outcomes,pull_request_opened,TRUE,sa,NA,NA
-1,0,0,0,0,important_thresh,rolling1,github_outcomes,pull_request_opened,TRUE,sa,NA,NA
0,-0.0429184270652065,0.11758676590274819,-0.27338848823459294,0.18755163410417997,important_thresh,rolling1,github_outcomes,pull_request_opened,TRUE,sa,NA,NA
1,-0.6420248587327257,0.15524151138953063,-0.9462982210562058,-0.33775149640924573,important_thresh,rolling1,github_outcomes,pull_request_opened,TRUE,sa,NA,NA
2,-0.708361293588015,0.13614564333889506,-0.9752067545322494,-0.4415158326437807,important_thresh,rolling1,github_outcomes,pull_request_opened,TRUE,sa,NA,NA
3,-0.8114315309779714,0.13785886253112392,-1.0816349015389743,-0.5412281604169685,important_thresh,rolling1,github_outcomes,pull_request_opened,TRUE,sa,NA,NA
4,-1.0065367952974575,0.15018885695617032,-1.3009069549315513,-0.7121666356633638,important_thresh,rolling1,github_outcomes,pull_request_opened,TRUE,sa,NA,NA
5,-0.9954273001749353,0.20011524930476932,-1.3876531888122832,-0.6032014115375874,important_thresh,rolling1,github_outcomes,pull_request_opened,TRUE,sa,NA,NA
6,-0.8238166202650494,0.2761846858949878,-1.3651386046192255,-0.2824946359108733,important_thresh,rolling1,github_outcomes,pull_request_opened,TRUE,sa,NA,NA
7,-0.8252179035341796,0.3204583793301442,-1.4533163270212621,-0.1971194800470969,important_thresh,rolling1,github_outcomes,pull_request_opened,TRUE,sa,NA,NA
8,-0.7633160294823204,0.42290347456897415,-1.5922068396375098,0.06557478067286893,important_thresh,rolling1,github_outcomes,pull_request_opened,TRUE,sa,NA,NA
9,-1.0716177886939986,0.44134141571457103,-1.9366469634945578,-0.2065886138934394,important_thresh,rolling1,github_outcomes,pull_request_opened,TRUE,sa,NA,NA
10,-0.5500002701707548,0.8730456753846861,-2.2611697939247395,1.16116925358323,important_thresh,rolling1,github_outcomes,pull_request_opened,TRUE,sa,NA,NA
11,-0.2993784680007254,1.099694465832876,-2.454779621033162,1.8560226850317114,important_thresh,rolling1,github_outcomes,pull_request_opened,TRUE,sa,NA,NA
12,-1.3770435590028063,0.3334954799647446,-2.0306946997337056,-0.7233924182719069,important_thresh,rolling1,github_outcomes,pull_request_opened,TRUE,sa,NA,NA
13,-1.7544431214931613,0.500750212677131,-2.735913538340338,-0.7729727046459844,important_thresh,rolling1,github_outcomes,pull_request_opened,TRUE,sa,NA,NA
-17,0.20708190041481417,0.45747026106185107,-1.0897314150220134,1.5038952158516417,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,cs,NA,NA
-16,-0.032707295387847835,0.3518689348976967,-1.030167368540479,0.9647527777647835,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,cs,NA,NA
-15,0.44586564300063,0.4030995540784645,-0.6968203710852647,1.5885516570865248,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,cs,NA,NA
-14,0.07876966128827309,0.29729854814170753,-0.7639970684993862,0.9215363910759324,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,cs,NA,NA
-13,0.26868581831558885,0.21989704854118253,-0.3546670962794625,0.8920387329106403,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,cs,NA,NA
-12,0.500851096654503,0.42492202235552734,-0.7036961351894717,1.7053983284984777,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,cs,NA,NA
-11,-0.021349159989259014,0.34704090017179934,-1.0051229670545552,0.9624246470760373,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,cs,NA,NA
-10,-0.13929956806076457,0.22263978444228627,-0.7704274502111322,0.49182831408960304,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,cs,NA,NA
-9,0.03942927128860039,0.21396161684525022,-0.5670981848858649,0.6459567274630658,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,cs,NA,NA
-8,0.06591009989707079,0.22052343992751328,-0.5592184769860234,0.691038676780165,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,cs,NA,NA
-7,0.2967563210205931,0.2314100134701454,-0.359232958144652,0.9527456001858381,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,cs,NA,NA
-6,-0.23181502839031032,0.17766000419111178,-0.7354365283339903,0.2718064715533697,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,cs,NA,NA
-5,-0.012952351206991213,0.22031983886088102,-0.6375037701921425,0.6115990677781601,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,cs,NA,NA
-4,0.15309758570135623,0.08871450016485874,-0.09838574530047456,0.404580916703187,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,cs,NA,NA
-3,-0.16133897995913982,0.08020168214086831,-0.3886906095039685,0.06601264958568887,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,cs,NA,NA
-2,0.09835765780096864,0.07803281675506839,-0.1228457829956627,0.31956109859759996,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,cs,NA,NA
-1,-0.1893112534966892,0.07723232346440669,-0.4082454968249684,0.029622989831590008,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,cs,NA,NA
0,-0.16574358968075828,0.12595088920608652,-0.5227827332404712,0.1912955538789546,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,cs,NA,NA
1,-0.789693945126954,0.11114352133243603,-1.1047579190208834,-0.4746299712330246,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,cs,NA,NA
2,-0.7623923596520485,0.14174572499923302,-1.1642058964677227,-0.3605788228363744,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,cs,NA,NA
3,-0.6462085476042226,0.165488105706786,-1.1153257718120755,-0.1770913233963699,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,cs,NA,NA
4,-0.7912446281955807,0.20394789066771987,-1.3693856851885613,-0.21310357120260004,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,cs,NA,NA
5,-0.7898703228617824,0.2855220021995184,-1.5992535020941858,0.019512856370621057,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,cs,NA,NA
6,-0.547116186436919,0.4146220194391072,-1.7224654964311805,0.6282331235573426,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,cs,NA,NA
7,-0.31184636570505186,0.5472592356885986,-1.8631888774334886,1.2394961460233849,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,cs,NA,NA
8,-0.22630874668315104,0.5970078870283374,-1.9186761926502638,1.4660586992839617,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,cs,NA,NA
9,-0.7762582819526748,0.8754227482555741,-3.2578619471593195,1.7053453832539698,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,cs,NA,NA
10,0.3899949893635908,2.097946709848832,-5.557157120795129,6.33714709952231,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,cs,NA,NA
11,0.531443313140842,2.5465257922535067,-6.687317853612193,7.750204479893878,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,cs,NA,NA
12,-1.069738247717304,0.37887688900211547,-2.1437590888289737,0.004282593394365319,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,cs,NA,NA
13,-1.6104994766655518,0.7564626499750985,-3.7548811351395295,0.5338821818084258,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,cs,NA,NA
-18,-1.0731205402291075,0.38413617068968714,-1.8260274347808942,-0.3202136456773207,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,sa,NA,NA
-17,-1.102846933614531,0.31563713779563274,-1.7214957236939712,-0.48419814353509083,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,sa,NA,NA
-16,-1.3221676706951402,0.29938940342649906,-1.9089709014110783,-0.7353644399792021,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,sa,NA,NA
-15,-0.795961700397374,0.31774034146887137,-1.4187327696763619,-0.17319063111838617,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,sa,NA,NA
-14,-0.7563498874805725,0.28206170143614384,-1.3091908222954145,-0.20350895266573066,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,sa,NA,NA
-13,-0.30106763706509493,0.27649177583851997,-0.842991517708594,0.24085624357840424,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,sa,NA,NA
-12,0.15766196376400354,0.396499202200588,-0.619476472549149,0.934800400077156,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,sa,NA,NA
-11,0.08846062530415746,0.2168508187818,-0.3365669795081705,0.5134882301164855,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,sa,NA,NA
-10,0.016610386438960983,0.21169243100744414,-0.39830677833562955,0.43152755121355146,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,sa,NA,NA
-9,-0.0017349296558819005,0.18609314384270514,-0.36647749158758397,0.36300763227582017,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,sa,NA,NA
-8,-0.00582328119118955,0.2939424410049815,-0.5819504655609533,0.5703039031785742,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,sa,NA,NA
-7,0.3871013641411284,0.23884310116004273,-0.08103111413255537,0.8552338424148122,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,sa,NA,NA
-6,0.15575908767210953,0.1779837601470933,-0.19308908221619334,0.5046072575604124,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,sa,NA,NA
-5,0.13090587414020444,0.10611917539027207,-0.07708770962472883,0.3388994579051377,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,sa,NA,NA
-4,0.2676757136882255,0.09440132313943979,0.08264912033492353,0.4527023070415275,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,sa,NA,NA
-3,0.10418759292633249,0.08115325689289977,-0.054872790583751066,0.26324797643641606,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,sa,NA,NA
-2,0.19077447548914273,0.0714557273217745,0.05072124993846469,0.33082770103982073,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,sa,NA,NA
-1,0,0,0,0,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,sa,NA,NA
0,-0.1662558961754386,0.1162736512774594,-0.394152252679259,0.0616404603283818,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,sa,NA,NA
1,-0.790313278053707,0.100024699648224,-0.986361689364226,-0.594264866743188,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,sa,NA,NA
2,-0.7632643448676847,0.12658264913001044,-1.0113663371625052,-0.5151623525728642,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,sa,NA,NA
3,-0.647492367377306,0.14939236965576635,-0.9403014119026081,-0.35468332285200393,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,sa,NA,NA
4,-0.7938844299776808,0.17662247142074455,-1.1400644739623402,-0.44770438599302154,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,sa,NA,NA
5,-0.7925037584734835,0.2305458426460522,-1.2443736100597458,-0.3406339068872212,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,sa,NA,NA
6,-0.5492071941967164,0.32277346689460074,-1.1818431893101338,0.08342880091670102,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,sa,NA,NA
7,-0.3127493632340398,0.49896038789529107,-1.2907117235088101,0.6652129970407307,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,sa,NA,NA
8,-0.22527002572943514,0.5559006570705478,-1.3148353135877089,0.8642952621288387,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,sa,NA,NA
9,-0.7693477675043024,0.6124738524996696,-1.9697965184036548,0.43110098339505,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,sa,NA,NA
10,0.39451405582656385,1.408412614250075,-2.365974668103583,3.155002779756711,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,sa,NA,NA
11,0.5330353082794421,1.711479984572926,-2.821465461483493,3.887536078042377,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,sa,NA,NA
12,-1.079950691172069,0.35714430703076105,-1.7799535329523608,-0.3799478493917774,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,sa,NA,NA
13,-1.6466234250774907,0.6440222050022745,-2.908906946881949,-0.3843399032730328,important_thresh,rolling1,github_outcomes,pull_request_merged,TRUE,sa,NA,NA
-17,0.11064762100677704,0.07837401921183253,-0.11530336471922813,0.3365986067327822,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,cs,NA,NA
-16,-0.13454310468486474,0.1748388879842796,-0.6386006926530252,0.3695144832832957,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,cs,NA,NA
-15,0.4910975416913653,0.6510419651785015,-1.3858455481287493,2.3680406315114797,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,cs,NA,NA
-14,0.23590853252913163,0.322585753270083,-0.6941007953775427,1.1659178604358058,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,cs,NA,NA
-13,0.21992437234505838,0.17859258786849017,-0.2949550695676415,0.7348038142577582,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,cs,NA,NA
-12,0.0711106067636612,0.23314935000480186,-0.6010550673301455,0.7432762808574679,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,cs,NA,NA
-11,0.1820111530531895,0.43720510697102327,-1.078443853312388,1.4424661594187667,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,cs,NA,NA
-10,-0.05373602216516402,0.16551596795390822,-0.5309157877134543,0.42344374338312624,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,cs,NA,NA
-9,0.26508429968815267,0.3190177598934034,-0.654638563027224,1.1848071624035292,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,cs,NA,NA
-8,-0.12100521501272865,0.21673148922741936,-0.7458384712534284,0.5038280412279711,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,cs,NA,NA
-7,0.13793557189271638,0.2089755928737625,-0.46453756496249027,0.740408708747923,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,cs,NA,NA
-6,0.08743193814633707,0.18227955011292948,-0.4380769542123577,0.6129408305050319,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,cs,NA,NA
-5,-0.15548753881264593,0.1396515289693963,-0.5581005596338996,0.24712548200860773,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,cs,NA,NA
-4,-0.13316947237972887,0.07892244857108487,-0.3607015707699859,0.09436262601052817,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,cs,NA,NA
-3,0.037556234003103164,0.08008064625132555,-0.19331492891577823,0.2684273969219846,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,cs,NA,NA
-2,0.05676206787511647,0.07977962883058305,-0.1732412668575693,0.28676540260780226,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,cs,NA,NA
-1,-0.02295775178568719,0.06623376283736214,-0.21390858156251447,0.1679930779911401,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,cs,NA,NA
0,-0.08912387570490639,0.09171698138285427,-0.35354239806315296,0.1752946466533402,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,cs,NA,NA
1,-0.4705684623266755,0.08701958655173016,-0.7214444740020389,-0.2196924506513121,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,cs,NA,NA
2,-0.27727059473771026,0.20462516798672784,-0.8672015294519806,0.3126603399765601,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,cs,NA,NA
3,-0.3848920837275365,0.12636827022824812,-0.7492096919056821,-0.020574475549390958,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,cs,NA,NA
4,-0.4655789593976526,0.13069253964615735,-0.8423633639369817,-0.08879455485832344,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,cs,NA,NA
5,0.40851459761810116,1.4826674590290005,-3.8659908729511034,4.6830200681873055,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,cs,NA,NA
6,-0.05329651361398266,0.7444899583788002,-2.199648603891952,2.093055576663987,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,cs,NA,NA
7,-0.11182064883586552,0.46520038085092574,-1.4529855612703975,1.2293442635986664,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,cs,NA,NA
8,-0.009730206893437565,0.5446025513388381,-1.57981024797585,1.560349834188975,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,cs,NA,NA
9,0.2996417579630298,0.7144119287014177,-1.7599958761386947,2.3592793920647543,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,cs,NA,NA
10,-0.18972456868432847,0.6216825688243008,-1.982025010171938,1.602575872803281,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,cs,NA,NA
11,-0.5716220051350382,0.1883257049095813,-1.114561860584487,-0.028682149685589575,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,cs,NA,NA
12,-0.4797228986688,0.24976976945964846,-1.1998049638928359,0.24035916655523581,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,cs,NA,NA
13,-0.8404055794510418,0.20901465855019147,-1.442991341997593,-0.2378198169044906,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,cs,NA,NA
-18,-0.011495066744352933,0.2061483371653388,-0.41554580758841697,0.39255567409971115,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,sa,NA,NA
-17,-0.0020453728001605595,0.15011128488477743,-0.2962634911743243,0.29217274557400325,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,sa,NA,NA
-16,-0.8899003061296696,0.6609265775286594,-2.185316398085842,0.4055157858265027,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,sa,NA,NA
-15,-0.7884032782710515,0.52639301219933,-1.8201335821817382,0.24332702563963515,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,sa,NA,NA
-14,-0.7246608569280927,0.41184139456103114,-1.5318699902677135,0.08254827641152829,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,sa,NA,NA
-13,-0.48336986093229295,0.3388200454199719,-1.147457149955438,0.180717428090852,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,sa,NA,NA
-12,-0.3224832137491425,0.3172318571793053,-0.9442576538205809,0.2992912263222958,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,sa,NA,NA
-11,-0.11585924060761321,0.20961840796661524,-0.5267113202221791,0.29499283900695267,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,sa,NA,NA
-10,-0.25396317778811756,0.16425026127714892,-0.5758936898913294,0.06796733431509433,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,sa,NA,NA
-9,0.14466421610086738,0.2727309226973244,-0.3898883923858884,0.6792168245876231,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,sa,NA,NA
-8,-0.024700958880635972,0.17972746721804164,-0.37696679462799754,0.32756487686672564,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,sa,NA,NA
-7,0.09026769167701802,0.20856692545362665,-0.3185234822120902,0.4990588655661263,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,sa,NA,NA
-6,0.1822855102423094,0.1526935121412684,-0.11699377355457666,0.4815647940391955,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,sa,NA,NA
-5,0.050532694789336405,0.09438815414961545,-0.13446808734390986,0.2355334769225827,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,sa,NA,NA
-4,-0.07093578999076004,0.08498131087365152,-0.237499159303117,0.09562757932159692,important_thresh,rolling1,downstream_outcomes,overall_new_release_count,TRUE,sa,NA,NA
